ID,Name,St.No.,Street Name,City,State,Zip,Municipality,Category
4934,Paddy Cake Bakery,4763,Liberty Ave,Pittsburgh,PA,15224,Pittsburgh-108,Bakery
4935,Page Dairy Mart,4600,E Carson St,Pittsburgh,PA,15210,Pittsburgh-116,Restaurant without Liquor
4936,Paisano&#39;s,821,E Warrington Ave,Pittsburgh,PA,15210,Pittsburgh-118,Restaurant without Liquor
4937,Pakeeza,4411,Old Wm Penn  Highway,Monroeville,PA,15146,Monroeville,Supermarket
4938,Pallantia Tapas y Paella,810,Ivy  Street,Pittsburgh,PA,15232,Pittsburgh-107,Restaurant with Liquor
4939,Palmer&#39;s Drug Store,738,Little Deer Creek Valley Road,Russellton,PA,15076,West Deer,Retail/Convenience Store
4940,Palmer&#39;s Pizza ,2001,Lincoln Way,Mc Keesport,PA,15131,White Oak,Restaurant without Liquor
4941,Palmieri&#39;s Restaurant,101,Penn Pz,Turtle Creek,PA,15145,Turtle Creek,Restaurant with Liquor
4942,Palmieri&#39;s Restaurant,951,Old Frankstown Rd,Pittsburgh,PA,15239,Plum,Chain Restaurant with Liquor
4943,Palms Brazilian Steakhouse - Mobile,3113,Green Garden  Road,Aliquippa,PA,15001,Out Of County,Mobile
4944,Palmyra Mediterrenean Food,10,Smithfield Street,Pittsburgh,PA,15210,Pittsburgh-101,Restaurant without Liquor
4945,Palumbo Center Stand #1,1304,Forbes Avenue,Pittsburgh,PA,15282,Pittsburgh-101,Restaurant without Liquor
4946,Palumbo Center Stand #2,1304,Forbes Avenue,Pittsburgh,PA,15282,Pittsburgh-101,Restaurant without Liquor
4947,Palumbo Center Stand #3,1304,Forbes Avenue,Pittsburgh,PA,15282,Pittsburgh-101,Restaurant without Liquor
4948,Pamela&#39;s P&amp;G Diner,427,Washington Road,Pittsburgh,PA,15228,Mt Lebanon,Chain Restaurant without Liquor
4949,Pamela&#39;s P&amp;G Diner (Oakland),3703,Forbes  Avenue,Pittsburgh,PA,15213,Pittsburgh-104,Chain Restaurant without Liquor
4950,Pamela&#39;s P&amp;G Diner (Strip),60,21st Street,Pittsburgh,PA,15222,Pittsburgh-102,Chain Restaurant without Liquor
4951,Pamela&#39;s P&amp;G Upstreet ,1711,Murray Avenue,Pittsburgh,PA,15217,Pittsburgh-114,Chain Restaurant without Liquor
4952,Pamela&#39;s Restaurant / La Feria,5527,Walnut  Street,Pittsburgh,PA,15232,Pittsburgh-107,Chain Restaurant without Liquor
4953,Pan,3519,Butler Street,Pittsburgh,PA,15201,Pittsburgh-106,Chain Restaurant with Liquor
4954,Pan Asia Chinese &amp; Japanese Restaurant,5321,Clairton Blvd,Pittsburgh,PA,15236,Baldwin Boro,Restaurant with Liquor
4955,Panda Buffet Li,238,Crafton Ingram Shopping Center,Pittsburgh,PA,15205,Crafton,Restaurant without Liquor
4956,Panda Express #2536,2070,Lebanon Church Road,West Mifflin,PA,15122,West Mifflin,Chain Restaurant without Liquor
4957,Panera Bread #2346,5301,Grove Road,Pittsburgh,PA,15236,Whitehall,Chain Restaurant without Liquor
4958,Panera Bread #4003011,942,Freeport Road,Pittsburgh,PA,15238,Pittsburgh-112,Chain Restaurant without Liquor
4959,Panera Bread #4003013,1500,Washington  Road,Pittsburgh,PA,15228,Mt Lebanon,Chain Restaurant without Liquor
4960,Panera Bread #4003014,3432,Wm Penn Hwy,Pittsburgh,PA,15235,Wilkins,Chain Restaurant without Liquor
4961,Panera Bread #4003015,12071,Perry Highway,Wexford,PA,15090,Pine,Chain Restaurant without Liquor
4962,Panera Bread #4003017,250,McHolme  Drive,Pittsburgh,PA,15275,North Fayette,Chain Restaurant without Liquor
4963,Panera Bread #4003018,623,Clairton  Boulevard,Pittsburgh,PA,15236,Pleasant Hills,Chain Restaurant without Liquor
4964,Panera Bread #4003019,210,Bridge Street,Homestead,PA,15120,West Homestead,Chain Restaurant without Liquor
4965,Panera Bread #4003020,5243,Library Road,Bethel Park,PA,15102,Bethel Park,Chain Restaurant without Liquor
4966,Panera Bread #4003021,1900,Greentree Road,Pittsburgh,PA,15220,Scott,Chain Restaurant without Liquor
4967,Panera Bread #4003022,3401,Blvd Of The Allies,Pittsburgh,PA,15213,Pittsburgh-104,Chain Restaurant without Liquor
4968,Panera Bread #4003024,4172,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,Chain Restaurant without Liquor
4969,Panera Bread #4003026,3800,Forbes Ave,Pittsburgh,PA,15213,Pittsburgh-104,Chain Restaurant without Liquor
4970,Panera Bread #4003027,4960,Route 8,Allison Park,PA,15101,Hampton,Chain Restaurant without Liquor
4971,Panera Bread #4003029,7217,McKnight Road,Pittsburgh,PA,15237,Ross,Chain Restaurant without Liquor
4972,Panera Bread #4003031,5430,Centre Avenue,Pittsburgh,PA,15232,Pittsburgh-107,Chain Restaurant without Liquor
4973,Panera Bread #4003039,117,Pittsburgh Mills  Circle,Tarentum,PA,15084,Frazer,Chain Restaurant without Liquor
4974,Panera Bread #4003046,295,Settlers Ridge Ctr Dr,Pittsburgh,PA,15205,Robinson,Chain Restaurant without Liquor
4975,Panera Bread #4003050,666,Allegheny River  Boulevard,Oakmont,PA,15139,Oakmont,Restaurant without Liquor
4976,Panera Bread #4003052,132,Bakery Square  Boulevard,Pittsburgh,PA,15206,Pittsburgh-112,Chain Restaurant without Liquor
4977,Panera Bread #4003055,8800,Covenant Avenue,Pittsburgh,PA,15234,McCandless,Chain Restaurant without Liquor
4978,Panera Bread #4003056,1025,Washington Pike,Bridgeville,PA,15017,Collier,Chain Restaurant without Liquor
4979,Panera Bread #4003057,1000,Ross Park Mall  Drive,Pittsburgh,PA,15237,Ross,Chain Restaurant without Liquor
4980,Papa Da Vinci,3526,Blvd of The Allies,Pittsburgh,PA,15213,Pittsburgh-104,Restaurant with Liquor
4981,Papa J&#39;s Ristorante,200,E Main St,Carnegie,PA,15106,Carnegie,Chain Restaurant with Liquor
4982,Papa John&#39;s  Pizza #3066,11700,Frankstown  Road,Pittsburgh,PA,15235,Penn Hills,Chain Restaurant without Liquor
4983,Papa John&#39;s #4717,351,Hoffman Blvd,Duquesne,PA,15110,Duquesne,Chain Restaurant without Liquor
4984,Papa John&#39;s Pizza #3254,2928,W Liberty Ave,Pittsburgh,PA,15216,Dormont,Chain Restaurant without Liquor
4985,Papa John&#39;s Pizza #344,4815,Centre Avenue,Pittsburgh,PA,15213,Pittsburgh-108,Chain Restaurant without Liquor
4986,Papa John&#39;s Pizza #4386,3403,Saw Mill Run Blvd,Pittsburgh,PA,15227,Brentwood,Chain Restaurant without Liquor
4987,Papa John&#39;s Pizza #440,3336,Babcock Blvd,Pittsburgh,PA,15237,Ross,Chain Restaurant without Liquor
4988,Papa John&#39;s Pizza #4456,355,Lincoln Avenue,Pittsburgh,PA,15202,Bellevue,Chain Restaurant without Liquor
4989,Papa John&#39;s Pizza #731,5300,Library  Road,Bethel Park,PA,15102,Bethel Park,Chain Restaurant without Liquor
4990,Papa Rocks Pizza,4512,Broadway Ave,Monroeville,PA,15146,Monroeville,Restaurant with Liquor
4991,PapaGallo,1597,Washington Pike A-34,Bridgeville,PA,15017,Collier,Restaurant without Liquor
4992,Papaya Asian Restaurant,210,McHolme Drive,Pittsburgh,PA,15275,North Fayette,Restaurant with Liquor
4993,Par 2 Fun Center,4259,Northern Pike,Monroeville,PA,15146,Monroeville,Restaurant without Liquor
4994,Par Mar #75,710,Brown Avenue,Turtle Creek,PA,15145,Wilkins,Chain Retail/Convenience Store
4995,Par Mar Store #67,4732,Lebanon Church Rd,Dravosburg,PA,15034,Dravosburg,Chain Packaged Food Only
4996,ParMar Store #56,8197,McKnight Rd,Pittsburgh,PA,15237,McCandless,Chain Retail/Convenience Store
4997,Paradies / Landside Warehouse,&nbsp;,Pgh Intl Airport / LT-SS T-Z,Pittsburgh,PA,15231,Findlay,Warehouse
4998,Paradise Island Bowl,7601,Grand Ave,Pittsburgh,PA,15225,Neville,Restaurant with Liquor
4999,Paragon Food Service,173,Thorn Hill Road,Warrendale,PA,15086,Marshall,Food Processor
5000,Parc Caf&#233; @ U-PARC,315,William Pitt  Way,Pittsburgh,PA,15238,Harmar,Restaurant without Liquor
5001,Paris 66,6018,Centre Avenue,Pittsburgh,PA,15206,Pittsburgh-107,Restaurant with Liquor
5002,Park Av Convenience Store,1574,Montier  Street,Pittsburgh,PA,15221,Wilkinsburg,Packaged Food Only
5003,Park Bruges,5801,Bryant  Street,Pittsburgh,PA,15206,Pittsburgh-111,Restaurant with Liquor
5004,Park Elementary School,4100,Main St,Homestead,PA,15120,Munhall,School Full Service Kitchen
5005,Park House,403,Ohio Street,Pittsburgh,PA,15212,Pittsburgh-123,Restaurant with Liquor
5006,Park Pizza &amp; Ice Cream,7600,Forbes Avenue,Pittsburgh,PA,15221,Pittsburgh-114,Restaurant without Liquor
5007,Park Place Pub,5719,Bryant St,Pittsburgh,PA,15206,Pittsburgh-111,Restaurant with Liquor
5008,Park Valley Lounge,5916,Brownsville Rd,Pittsburgh,PA,15236,South Park,Restaurant with Liquor
5009,Parker&#39;s ,2911,Glenmore Avenue,Pittsburgh,PA,15216,Dormont,Restaurant without Liquor
5010,Parkview Bar &amp; Grill,907,1st Avenue,Brackenridge,PA,15014,Brackenridge,Restaurant with Liquor
5011,Parkway Service B P,910,Saw Mill Run Blvd,Pittsburgh,PA,15220,Pittsburgh-119,Chain Retail/Convenience Store
5012,Parkway Tavern,4733,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,Restaurant with Liquor
5013,Parkway Theatre,644,Broadway Avenue,Mc Kees Rocks,PA,15136,Stowe,Restaurant without Liquor
5014,Parkway West Culinary Tech ,7101,Steubenville Pike,Oakdale,PA,15071,North Fayette,School Full Service Kitchen
5015,Parma Sausage Products,1732,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Food Processor
5016,Parmar #60,7208,Rt  908,Tarentum,PA,15084,Fawn,Chain Restaurant without Liquor
5017,Party Cake Shop,297,Beverly Rd,Pittsburgh,PA,15226,Mt Lebanon,Chain Bakery
5018,Party Cake Shop,706,Brookline Blvd,Pittsburgh,PA,15226,Pittsburgh-119,Chain Bakery
5019,Party City,1155,Washington  Pike,Bridgeville,PA,15017,Collier,Chain Packaged Food Only
5020,Party City ,275,Monroeville Mall,Monroeville,PA,15146,Monroeville,Chain Packaged Food Only
5021,Party City ,651,Clairton Boulevard,Pittsburgh,PA,15236,Pleasant Hills,Chain Retail/Convenience Store
5022,Party City #735,120,Quinn Drive,Pittsburgh,PA,15275,North Fayette,Chain Retail/Convenience Store
5023,Partyline Catering / Bakery &amp; Deli,2872,Custer Ave,Pittsburgh,PA,15227,Baldwin Boro,Caterer
5024,Pasha Coffee Lounge ,808,Ivy Street,Pittsburgh,PA,15232,Pittsburgh-107,Restaurant without Liquor
5025,Pasquale&#39;s,4731,Wm Flynn Highway,Allison Park,PA,15101,Hampton,Chain Restaurant without Liquor
5026,Pasquale&#39;s Pizzeria,100,Bettis Rd,Dravosburg,PA,15034,Dravosburg,Chain Restaurant without Liquor
5027,Pasquale&#39;s Pizzeria,309,Freeport Road,Pittsburgh,PA,15215,Aspinwall,Chain Restaurant without Liquor
5028,Pasquale&#39;s Pizzeria,2412,Ferguson Rd,Allison Park,PA,15101,Hampton,Chain Restaurant without Liquor
5029,Pasquale&#39;s Pizzeria,101,Westinghouse  Avenue,Wilmerding,PA,15148,Wilmerding,Chain Restaurant without Liquor
5030,Pasquale&#39;s Pizzeria,6221,Saltsburg Rd,Pittsburgh,PA,15235,Penn Hills,Chain Restaurant without Liquor
5031,Pasqualino&#39;s Pizza &amp; Pasta,13032,Frankstown  Road,Pittsburgh,PA,15235,Penn Hills,Restaurant without Liquor
5032,Pasquarelli&#39;s Pizza House,824,Chartiers Ave,Mc Kees Rocks,PA,15136,McKees Rocks,Restaurant without Liquor
5033,Passavant Memorial Homes - Day Program,100,Passavant  Way,Pittsburgh,PA,15238,Harmar,Community Service Facility/Exempt
5034,Pasta II,718,Brookline Boulevard,Pittsburgh,PA,15226,Pittsburgh-119,Restaurant without Liquor
5035,Pasta Too,5260,Library  Road,Bethel Park,PA,15102,Bethel Park,Restaurant with Liquor
5036,Pastitsio,3716,Butler Street,Pittsburgh,PA,15201,Pittsburgh-106,Restaurant without Liquor
5037,Pastoli&#39;s Pizza Pasta &amp; Paisans,1900,Murray Avenue,Pittsburgh,PA,15217,Pittsburgh-114,Restaurant with Liquor
5038,Pastries A La Carte,81,Clairton Blvd,Pittsburgh,PA,15236,Pleasant Hills,Bakery
5039,Pat Catan&#39;s Craft Center,250,Mt Nebo Pointe Drive,Pittsburgh,PA,15237,Ohio,Chain Packaged Food Only
5040,Pat Catan&#39;s Craft Center,296,Curry Hollow Rd,Pittsburgh,PA,15236,Pleasant Hills,Chain Packaged Food Only
5041,Pat Catan&#39;s Craft Center #10,1250,Chartiers Ave,Mc Kees Rocks,PA,15136,McKees Rocks,Packaged Food Only
5042,Pat Catan&#39;s Craft Center #15,5070,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,Chain Packaged Food Only
5043,Pat&#39;s Hallmark,2001,Lincoln Way,Mc Keesport,PA,15131,White Oak,Chain Retail/Convenience Store
5044,Patel Brothers Store,4145,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,Retail/Convenience Store
5045,Pathfinder School Kitchen,50,Donati Rd,Bethel Park,PA,15102,Bethel Park,School Satellite Kitchen
5046,Patrick&#39;s Cool Bus Mobile,1735,Fallowfield Ave,Pittsburgh,PA,15216,Pittsburgh-119,Mobile
5047,Patrick&#39;s Pub,1207,Spring Run Road Extension,Coraopolis,PA,15108,Moon,Restaurant with Liquor
5048,Patron Mexican Grill,11675,Perry  Highway,Wexford,PA,15090,Pine,Chain Restaurant with Liquor
5049,Patron Mexican Grill,135,Highland Avenue,Pittsburgh,PA,15206,Pittsburgh-108,Chain Restaurant with Liquor
5050,Patron Mexican Grill,1141,Freeport Road,Pittsburgh,PA,15238,O&#39;Hara,Chain Restaurant with Liquor
5051,Patron Mexican Grill,245,Mall Boulevard,Monroeville,PA,15146,Monroeville,Chain Restaurant with Liquor
5052,Patsy&#39;s Market,483,Center Avenue,Verona,PA,15147,Verona,Supermarket
5053,Patsy&#39;s Place,5812,Library Road,Bethel Park,PA,15102,Bethel Park,Restaurant without Liquor
5054,Patti&#39;s Pasticceria,1502,Lincoln Way,Mc Keesport,PA,15131,White Oak,Restaurant without Liquor
5055,Patty Jo&#39;s,2700,Custer Ave,Pittsburgh,PA,15227,Pittsburgh-129,Restaurant with Liquor
5056,Patty&#39;s Farm Market,103,Delafield Rd,Pittsburgh,PA,15215,Aspinwall,Retail/Convenience Store
5057,Paul&#39;s Kettle Corn,417,Woodland Road,North Versailles,PA,15137,North Versailles,Mobile
5058,Paul&#39;s Kettle Corn 2 Mobile,417,Woodland  Road,North Versailles,PA,15137,North Versailles,Mobile
5059,Paula&#39;s Hometown Hot Dog Mobile,481,Sugar Run Road,Eighty Four,PA,15330,Out Of County,Mobile
5060,Paulson Community Center,1201,Paulson  Avenue,Pittsburgh,PA,15206,Pittsburgh-112,Child Food Service
5061,Payne Hill Grille,1101,State Rt 885 Road,Clairton,PA,15025,Jefferson,Restaurant with Liquor
5062,Paynter Elementary School,3454,Pleasantvue Dr,Pittsburgh,PA,15227,Baldwin Boro,School Full Service Kitchen
5063,Pazzo Bistro,1614,Washington  Road,Pittsburgh,PA,15241,Upper St Clair,Restaurant with Liquor
5064,Pazzo&#39;s Italian Grill,412,Center St,Mc Keesport,PA,15132,McKeesport,Restaurant with Liquor
5065,Peace Love &amp; Little Donuts,2018,Smallman Street,Pittsburgh,PA,15222,Pittsburgh-102,Restaurant without Liquor
5066,Peace Love &amp; Little Donuts,5994,Steubenville Pike,Mc Kees Rocks,PA,15136,Robinson,Restaurant without Liquor
5067,Peace Love &amp; Little Donuts,11915,Perry Highway,Wexford,PA,15090,Pine,Chain Restaurant without Liquor
5068,Peace Love &amp; Little Donuts,100,Broughton Road,Bethel Park,PA,15102,Bethel Park,Restaurant without Liquor
5069,Peace Love &amp; Little Donuts of Bridgeville,1155,Washington Pike,Bridgeville,PA,15017,Collier,Chain Restaurant without Liquor
5070,Peace Love &amp; Little Donuts of Monroeville,4745,William Penn Highway,Monroeville,PA,15146,Monroeville,Chain Restaurant without Liquor
5071,Peace Love &amp; Little Donuts of Oakland,118,Meyran Avenue,Pittsburgh,PA,15213,Pittsburgh-104,Restaurant without Liquor
5072,Peanut Butter Jelly Time,4709,Liberty  Avenue,Pittsburgh,PA,15224,Pittsburgh-108,Restaurant without Liquor
5073,Peanutz,408,E Ohio St,Pittsburgh,PA,15212,Pittsburgh-123,Restaurant with Liquor
5074,Pearl&#39;s Cafe,1601,McClure St,Homestead,PA,15120,Homestead,Restaurant with Liquor
5075,Pearl&#39;s Cafe II - Hob Nob,4025,Homestead - Duquesne Rd,West Mifflin,PA,15122,West Mifflin,Chain Restaurant with Liquor
5076,Peebles Elementary School Cafeteria,8625,Peebles Rd,Pittsburgh,PA,15237,McCandless,School Full Service Kitchen
5077,Peking House,2550,Brownsville Rd,Library,PA,15129,South Park,Restaurant without Liquor
5078,Pelegrino&#39;s,4846,Mcknight  Road,Pittsburgh,PA,15237,Ross,Restaurant without Liquor
5079,Penn Aiken Dairy,5401,Penn Ave,Pittsburgh,PA,15206,Pittsburgh-111,Restaurant with Liquor
5080,Penn Ave Fish Co,2208,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Restaurant without Liquor
5081,Penn Avenue Fish Company,308,Forbes Avenue,Pittsburgh,PA,15222,Pittsburgh-101,Restaurant with Liquor
5082,Penn Avenue Place Clubhouse,925,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Adult Food Service
5083,Penn Brewery,800,Vinial  Street,Pittsburgh,PA,15212,Pittsburgh-124,Restaurant with Liquor
5084,Penn Garden Day Care Center,4341,Old Wm Penn Hwy,Monroeville,PA,15146,Monroeville,Child Food Service
5085,Penn Hills #1 Fire Dept Club,4360,Verona Rd,Verona,PA,15147,Penn Hills,Firehall with Liquor
5086,Penn Hills #4 VFD,1002,Center Ave,Verona,PA,15147,Penn Hills,Firehall without Liquor
5087,Penn Hills Bar &amp; Grill,11507,Frankstown Rd,Pittsburgh,PA,15235,Penn Hills,Restaurant with Liquor
5088,Penn Hills Charter School  K-7 Kitchen,2501,Main St,Pittsburgh,PA,15235,Penn Hills,School Satellite Kitchen
5089,Penn Hills Cinemas,76,Federal Drive,Pittsburgh,PA,15235,Penn Hills,Retail/Convenience Store
5090,Penn Hills Community/Service Center,2025,Lincoln Road,Verona,PA,15147,Penn Hills,Community Service Facility/Exempt
5091,Penn Hills Convenience,12120,Frankstown  Road,Pittsburgh,PA,15235,Penn Hills,Packaged Food Only
5092,Penn Hills Elementary School,1079,Jefferson Road,Pittsburgh,PA,15235,Penn Hills,School Full Service Kitchen
5093,Penn Hills Senior Ctr,147,Jefferson Rd,Pittsburgh,PA,15235,Penn Hills,Adult Food Service
5094,Penn Hills Service Assn Food Pantry,2519,Main  Street,Pittsburgh,PA,15235,Penn Hills,Food Banks/ Food Pantries
5095,Penn Hills Sr High School Cafeteria,309,Collins Drive,Pittsburgh,PA,15235,Penn Hills,School Full Service Kitchen
5096,Penn Hills Sunoco ,3899,Old William Penn Highway,Pittsburgh,PA,15235,Penn Hills,Chain Retail/Convenience Store
5097,Penn Hills VFD #7 / Penn Hills Banquet Room,125,Universal Rd,Pittsburgh,PA,15235,Penn Hills,Firehall without Liquor
5098,Penn Hills Washington Head Start,2501,Main Street,Pittsburgh,PA,15235,Penn Hills,Child Food Service
5099,Penn Macaroni Warehouse,2000,Liberty Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Refrigerated Warehouse
5100,Penn State University Food Service,4050,University Dr,Mc Keesport,PA,15132,McKeesport,University Food Service
5101,Penn Station East Coast Sub,4815,Centre Ave,Pittsburgh,PA,15213,Pittsburgh-108,Chain Restaurant without Liquor
5102,Penn Station East Coast Subs,4203,Wm Penn Highway,Monroeville,PA,15146,Monroeville,Chain Restaurant without Liquor
5103,Penn Station East Coast Subs,808,Liberty  Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Chain Restaurant without Liquor
5104,Penn Station East Coast Subs #324,1597,Washington  Pike,Bridgeville,PA,15017,Collier,Chain Restaurant without Liquor
5105,Penn Sunoco,4068,Penn Ave,Pittsburgh,PA,15224,Pittsburgh-109,Chain Retail/Convenience Store
5106,Penn Taft Pharmacy,1815,Pennsylvania Ave,West Mifflin,PA,15122,West Mifflin,Packaged Food Only
5107,Penn Tobacco Outlet,705,Penn  Avenue,Turtle Creek,PA,15145,Turtle Creek,Packaged Food Only
5108,Penn&#39;s Corner Farm Alliance ,150,54th Street,Pittsburgh,PA,15201,Pittsburgh-110,Refrigerated Warehouse
5109,Pennsbury Pub &amp; Grille,1049,Pennsbury Boulevard,Pittsburgh,PA,15205,Pennsbury Village,Restaurant with Liquor
5110,Pennsylvania Macaroni Co,2010,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Refrigerated Warehouse
5111,Pennsylvania Macaroni Company Specialty Food Service,650,Mansfield Avenue,Pittsburgh,PA,15205,Greentree,Refrigerated Warehouse
5112,Pennsylvania Motor Speedway,170,Kelso Road,Imperial,PA,15126,North Fayette,Restaurant without Liquor
5113,Pennsylvania Sportsman Club,117,Walter St,Pittsburgh,PA,15210,Pittsburgh-118,Social Club-Bar Only
5114,Penzeys Spices,1729,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Chain Retail/Convenience Store
5115,People&#39;s Grocery,5136,Penn Ave,Pittsburgh,PA,15224,Pittsburgh-108,Retail/Convenience Store
5116,Pep Boys #1614,4966,Wm Flynn Hwy,Allison Park,PA,15101,Hampton,Chain Packaged Food Only
5117,Peppercini&#39;s Italian Restaurant &amp; Lounge,5899,Steubenville Pike,Mc Kees Rocks,PA,15136,Robinson,Restaurant with Liquor
5118,Pepperidge Farm,750,Vista Park Drive,Pittsburgh,PA,15205,Robinson,Warehouse
5119,Pepperidge Farm Warehouse,780,Pine Valley Dr,Pittsburgh,PA,15239,Plum,Warehouse
5120,Pepperoncini&#39;s,105,Seminary Avenue / Suite 7,Oakdale,PA,15071,Oakdale,Restaurant with Liquor
5121,Pepperoncini&#39;s II,110,Imperial Plaza Drive,Imperial,PA,15126,North Fayette,Restaurant without Liquor
5122,Peppi&#39;s,1721,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Chain Restaurant without Liquor
5123,Peppi&#39;s,12,Smithfield St,Pittsburgh,PA,15222,Pittsburgh-101,Chain Restaurant without Liquor
5124,Peppi&#39;s,927,Western Avenue,Pittsburgh,PA,15233,Pittsburgh-122,Chain Restaurant without Liquor
5125,Peppi&#39;s,7619 1/2,Penn Ave,Pittsburgh,PA,15221,Pittsburgh-114,Chain Restaurant without Liquor
5126,Peppi&#39;s Mobile #1,100,Art Rooney Avenue,Pittsburgh,PA,15212,Pittsburgh-122,Mobile
5127,Peppi&#39;s Mobile #2,100,Art Rooney Avenue,Pittsburgh,PA,15212,Pittsburgh-122,Mobile
5128,Peppi&#39;s Mobile #3,100,Art Rooney Avenue,Pittsburgh,PA,15212,Pittsburgh-122,Mobile
5129,Peppi&#39;s Mobile #4,100,Art Rooney Avenue,Pittsburgh,PA,15212,Pittsburgh-122,Mobile
5130,Peppi&#39;s Mobile #5,100,Art Rooney Avenue,Pittsburgh,PA,15212,Pittsburgh-122,Mobile
5131,Pepsi Cola,400,Graham St,Mc Kees Rocks,PA,15136,Stowe,Warehouse
5132,Perfect Peace Mobile,301,Oakland Avenue,Braddock,PA,15104,North Braddock,Mobile
5133,Performance Bicycle,6401,Penn Avenue,Pittsburgh,PA,15206,Pittsburgh-112,Chain Packaged Food Only
